candidat,id,erreur_inf,erreur_sup,rank,parti,nuance,img_url
Arnaud Montebourg,20211103_ifp,2.3358,4.6642,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Nicolas Dupont-Aignan,20211103_ifp,1.9194,4.0806,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Nathalie Arthaud,20211103_ifp,0.0532,0.9468,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Yannick Jadot,20211103_ifp,5.3838,8.6162,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Fabien Roussel,20211103_ifp,1.1132,2.8868,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Anne Hidalgo,20211103_ifp,4.9384,8.0616,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Florian Philippot,20211119_hi,1.3574,2.6426,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Valérie Pécresse,20211119_hi,9.5637,12.4363,5,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_valerie_pecresse.png
Fabien Roussel,20211119_hi,1.3574,2.6426,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Philippe Poutou,20211119_hi,0.5433,1.4567,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Eric Zemmour,20211119_hi,14.3172,17.6828,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Arnaud Montebourg,20211119_hi,0.5433,1.4567,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
François Asselineau,20211119_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Nicolas Dupont-Aignan,20211119_hi,1.3574,2.6426,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Emmanuel Macron,20211119_hi,22.0396,25.9604,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Jean-Luc Mélenchon,20211119_hi,8.6229,11.3771,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Marine Le Pen,20211119_hi,14.3172,17.6828,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Jean Lassalle,20211119_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Yannick Jadot,20211119_hi,7.6863,10.3137,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Nathalie Arthaud,20211119_hi,0.5433,1.4567,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Anne Hidalgo,20211119_hi,3.9996,6.0004,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Emmanuel Macron,20211119_hi,27.8716,32.1284,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Arnaud Montebourg,20211119_hi,0.5379,1.4621,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
François Asselineau,20211119_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Yannick Jadot,20211119_hi,7.6708,10.3292,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Eric Zemmour,20211119_hi,15.2553,18.7447,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Anne Hidalgo,20211119_hi,3.9877,6.0123,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Jean-Luc Mélenchon,20211119_hi,8.6066,11.3934,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Philippe Juvin,20211119_hi,3.0898,4.9102,11,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_juvin.png
Marine Le Pen,20211119_hi,15.2553,18.7447,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Florian Philippot,20211119_hi,0.5379,1.4621,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Jean Lassalle,20211119_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Philippe Poutou,20211119_hi,0.5379,1.4621,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Nathalie Arthaud,20211119_hi,0.5379,1.4621,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Nicolas Dupont-Aignan,20211119_hi,1.3498000000000001,2.6502,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Fabien Roussel,20211119_hi,1.3498000000000001,2.6502,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Marine Le Pen,20211119_hi,15.2553,18.7447,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Nathalie Arthaud,20211119_hi,0.5379,1.4621,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Florian Philippot,20211119_hi,0.5379,1.4621,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Eric Zemmour,20211119_hi,15.2553,18.7447,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Arnaud Montebourg,20211119_hi,0.5379,1.4621,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Jean Lassalle,20211119_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Jean-Luc Mélenchon,20211119_hi,8.6066,11.3934,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Anne Hidalgo,20211119_hi,3.9877,6.0123,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Yannick Jadot,20211119_hi,7.6708,10.3292,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Philippe Poutou,20211119_hi,0.5379,1.4621,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Emmanuel Macron,20211119_hi,26.8925,31.1075,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Nicolas Dupont-Aignan,20211119_hi,1.3498000000000001,2.6502,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
François Asselineau,20211119_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Fabien Roussel,20211119_hi,1.3498000000000001,2.6502,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Eric Ciotti,20211119_hi,3.9877,6.0123,10,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_ciotti.png
Jean Lassalle,20211119_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Marine Le Pen,20211119_hi,14.3364,17.6636,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Jean-Luc Mélenchon,20211119_hi,8.6387,11.3613,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Philippe Poutou,20211119_hi,0.5485,1.4515,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Arnaud Montebourg,20211119_hi,0.5485,1.4515,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Eric Zemmour,20211119_hi,14.3364,17.6636,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Florian Philippot,20211119_hi,0.5485,1.4515,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Yannick Jadot,20211119_hi,6.7689,9.2311,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Xavier Bertrand,20211119_hi,12.4254,15.5746,4,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_xavier_bertrand.png
Nicolas Dupont-Aignan,20211119_hi,1.3647,2.6353,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Fabien Roussel,20211119_hi,1.3647,2.6353,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Nathalie Arthaud,20211119_hi,0.5485,1.4515,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Emmanuel Macron,20211119_hi,21.0903,24.9097,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
François Asselineau,20211119_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Anne Hidalgo,20211119_hi,4.011,5.989,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Arnaud Montebourg,20211119_hi,0.5459,1.4541,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Nicolas Dupont-Aignan,20211119_hi,1.3611,2.6389,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Fabien Roussel,20211119_hi,1.3611,2.6389,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Marine Le Pen,20211119_hi,14.3269,17.6731,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Michel Barnier,20211119_hi,8.6309,11.3691,7,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_michel_barnier.png
Nathalie Arthaud,20211119_hi,0.5459,1.4541,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Emmanuel Macron,20211119_hi,22.0509,25.9491,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Eric Zemmour,20211119_hi,15.2857,18.7143,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Yannick Jadot,20211119_hi,7.6939,10.3061,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Jean-Luc Mélenchon,20211119_hi,8.6309,11.3691,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Florian Philippot,20211119_hi,1.3611,2.6389,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Jean Lassalle,20211119_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Anne Hidalgo,20211119_hi,4.0053,5.9947,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Philippe Poutou,20211119_hi,0.5459,1.4541,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
François Asselineau,20211119_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Nathalie Arthaud,20211112_hi,0.5329,1.4671,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Marine Le Pen,20211112_hi,14.279,17.721,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
François Asselineau,20211112_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Florian Philippot,20211112_hi,1.3428,2.6572,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Fabien Roussel,20211112_hi,1.3428,2.6572,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Arnaud Montebourg,20211112_hi,1.3428,2.6572,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Anne Hidalgo,20211112_hi,3.0801,4.9199,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Yannick Jadot,20211112_hi,7.6565,10.3435,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Jean Lassalle,20211112_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Valérie Pécresse,20211112_hi,8.5917,11.4083,5,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_valerie_pecresse.png
Eric Zemmour,20211112_hi,15.2366,18.7634,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Nicolas Dupont-Aignan,20211112_hi,1.3428,2.6572,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Emmanuel Macron,20211112_hi,21.9951,26.0049,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Jean-Luc Mélenchon,20211112_hi,8.5917,11.4083,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Philippe Poutou,20211112_hi,0.5329,1.4671,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Nathalie Arthaud,20211112_hi,0.5329,1.4671,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Nicolas Dupont-Aignan,20211112_hi,0.5329,1.4671,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
François Asselineau,20211112_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Fabien Roussel,20211112_hi,1.3428,2.6572,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Jean Lassalle,20211112_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Emmanuel Macron,20211112_hi,21.0244,24.9756,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Eric Zemmour,20211112_hi,15.2366,18.7634,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Marine Le Pen,20211112_hi,14.279,17.721,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Florian Philippot,20211112_hi,0.5329,1.4671,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Xavier Bertrand,20211112_hi,12.3711,15.6289,4,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_xavier_bertrand.png
Anne Hidalgo,20211112_hi,3.0801,4.9199,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Arnaud Montebourg,20211112_hi,1.3428,2.6572,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Philippe Poutou,20211112_hi,0.5329,1.4671,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Yannick Jadot,20211112_hi,6.7264,9.2736,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Jean-Luc Mélenchon,20211112_hi,8.5917,11.4083,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Yannick Jadot,20211112_hi,7.6565,10.3435,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Michel Barnier,20211112_hi,8.5917,11.4083,7,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_michel_barnier.png
Jean-Luc Mélenchon,20211112_hi,8.5917,11.4083,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Philippe Poutou,20211112_hi,0.5329,1.4671,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Eric Zemmour,20211112_hi,16.1965,19.8035,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Nicolas Dupont-Aignan,20211112_hi,1.3428,2.6572,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Arnaud Montebourg,20211112_hi,1.3428,2.6572,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Marine Le Pen,20211112_hi,14.279,17.721,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Nathalie Arthaud,20211112_hi,0.5329,1.4671,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
François Asselineau,20211112_hi,0,0,19,Union populaire républicaine,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_francois_asselineau.png
Anne Hidalgo,20211112_hi,3.0801,4.9199,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Jean Lassalle,20211112_hi,0,0,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Emmanuel Macron,20211112_hi,21.9951,26.0049,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Fabien Roussel,20211112_hi,1.3428,2.6572,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Florian Philippot,20211112_hi,0.5329,1.4671,16,Les Patriotes,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_florian_philippot.png
Michel Barnier,20211105_odx,7.7662,10.2338,7,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_michel_barnier.png
Jean-Luc Mélenchon,20211105_odx,7.7662,10.2338,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Nathalie Arthaud,20211105_odx,0.5711,1.4289,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Arnaud Montebourg,20211105_odx,1.8269,3.1731,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Eric Zemmour,20211105_odx,12.9821,16.0179,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Marine Le Pen,20211105_odx,17.3088,20.6912,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Anne Hidalgo,20211105_odx,4.0604,5.9396,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Jean Lassalle,20211105_odx,0.5711,1.4289,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Philippe Poutou,20211105_odx,1.3964,2.6036,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Yannick Jadot,20211105_odx,5.9,8.1,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Fabien Roussel,20211105_odx,1.3964,2.6036,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Nicolas Dupont-Aignan,20211105_odx,2.2646,3.7354,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Emmanuel Macron,20211105_odx,23.1332,26.8668,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Anne Hidalgo,20211105_odx,3.6063,5.3937,9,Parti socialiste,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_anne_hidalgo.png
Jean Lassalle,20211105_odx,0.976,2.024,18,Résistons,DIV,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_lassalle.png
Fabien Roussel,20211105_odx,1.3964,2.6036,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Eric Zemmour,20211105_odx,12.5041,15.4959,3,Sans étiquette,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_eric_zemmour.png
Arnaud Montebourg,20211105_odx,1.3964,2.6036,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
Nathalie Arthaud,20211105_odx,0.5711,1.4289,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Xavier Bertrand,20211105_odx,10.5991,13.4009,4,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_xavier_bertrand.png
Marine Le Pen,20211105_odx,16.3437,19.6563,2,Rassemblement national,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_marine_le_pen.png
Emmanuel Macron,20211105_odx,23.1332,26.8668,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Nicolas Dupont-Aignan,20211105_odx,2.2646,3.7354,12,Debout la France,EXDR,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nicolas_dupont_aignan.png
Philippe Poutou,20211105_odx,1.3964,2.6036,15,Nouveau parti anticapitaliste,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_philippe_poutou.png
Jean-Luc Mélenchon,20211105_odx,7.2977,9.7023,6,La France insoumise,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_jean_luc-melenchon.png
Yannick Jadot,20211105_odx,5.4372,7.5628,8,Europe Ecologie-Les Verts,ECO,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_yannick_jadot.png
Valérie Pécresse,20211105_odx,7.7579,10.2421,5,Les Républicains,DROI,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_valerie_pecresse.png
Emmanuel Macron,20211105_odx,23.1207,26.8793,1,La République en marche,CENT,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_emmanuel_macron.png
Nathalie Arthaud,20211105_odx,0.5682,1.4318,17,Parti communiste français,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_nathalie_arthaud.png
Fabien Roussel,20211105_odx,1.3924,2.6076,14,Lutte ouvrière,EXGA,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_fabien_roussel.png
Arnaud Montebourg,20211105_odx,1.3924,2.6076,13,Sans étiquette,GAUC,https://www.francetvinfo.fr/docs/desk3/candidat-tracker/2021_10_11_arnaud_montebourg.png
